countryiso3code,date,value
SSA,2014,896754068.0
SSA,2013,872704206.0
SSA,2012,849083240.0
SSA,2011,826290715.0
SSA,2010,804038373.0
SSA,2009,782252358.0
SSA,2008,761026248.0
SSA,2007,740376633.0
SSA,2006,720481278.0
SSA,2005,701214785.0
SSA,2004,682493463.0
SSA,2003,664400687.0
SSA,2002,646942913.0
SSA,2001,630019621.0
SSA,2000,613632482.0
TSS,2023,1259902353.0
TSS,2022,1229208573.0
TSS,2021,1199011925.0
TSS,2020,1169015451.0
TSS,2019,1139315618.0
TSS,2018,1109997000.0
TSS,2017,1080941647.0
TSS,2016,1052824144.0
TSS,2015,1025251114.0
TSS,2014,997961037.0
TSS,2013,971232906.0
TSS,2012,944970310.0
TSS,2011,919528126.0
TSS,2010,894666657.0
TSS,2009,870347292.0
TSS,2008,846656872.0
TSS,2007,823564883.0
TSS,2006,801269368.0
TSS,2005,779665113.0
TSS,2004,758653144.0
TSS,2003,738316131.0
TSS,2002,718662153.0
TSS,2001,699588585.0
TSS,2000,681125107.0
,2023,2809441887.0
,2022,2803432387.0
,2021,2796326198.0
,2020,2785181241.0
,2019,2770250954.0
,2018,2751833495.0
,2017,2731375253.0
,2016,2709558794.0
,2015,2688052361.0
,2014,2665784793.0
,2013,2642565703.0
,2012,2618433663.0
,2011,2594753350.0
,2010,2573477299.0
,2009,2553016162.0
,2008,2532345548.0
,2007,2512165159.0
,2006,2493333038.0
,2005,2472862826.0
,2004,2451601935.0
,2003,2430373908.0
,2002,2409341702.0
,2001,2387807616.0
,2000,2365022283.0
WLD,2023,8064976601.0
WLD,2022,7990399768.0
WLD,2021,7920861888.0
WLD,2020,7855075060.0
WLD,2019,7778303912.0
WLD,2018,7697492379.0
WLD,2017,7614748582.0
WLD,2016,7529066617.0
WLD,2015,7441826877.0
WLD,2014,7354183367.0
WLD,2013,7265970522.0
WLD,2012,7176968877.0
WLD,2011,7087120034.0
WLD,2010,7001266876.0
WLD,2009,6916589116.0
WLD,2008,6830513541.0
WLD,2007,6744489399.0
WLD,2006,6659977025.0
WLD,2005,6575841506.0
WLD,2004,6492769815.0
WLD,2003,6409750441.0
WLD,2002,6327557399.0
WLD,2001,6245112906.0
WLD,2000,6161884811.0
AFG,2023,41454761.0
AFG,2022,40578842.0
AFG,2021,40000412.0
AFG,2020,39068979.0
AFG,2019,37856121.0
AFG,2018,36743039.0
AFG,2017,35688935.0
AFG,2016,34700612.0
AFG,2015,33831764.0
AFG,2014,32792523.0
AFG,2013,31622704.0
AFG,2012,30560034.0
AFG,2011,29347708.0
AFG,2010,28284089.0
AFG,2009,27466101.0
AFG,2008,26482622.0
AFG,2007,25909852.0
AFG,2006,25424094.0
AFG,2005,24404567.0
AFG,2004,23560654.0
AFG,2003,22733049.0
AFG,2002,21378117.0
AFG,2001,20284307.0
AFG,2000,20130327.0
ALB,2023,2745972.0
ALB,2022,2777689.0
ALB,2021,2811666.0
ALB,2020,2837849.0
ALB,2019,2854191.0
ALB,2018,2866376.0
ALB,2017,2873457.0
ALB,2016,2876101.0
ALB,2015,2880703.0
ALB,2014,2889104.0
ALB,2013,2895092.0
ALB,2012,2900401.0
ALB,2011,2905195.0
ALB,2010,2913021.0
ALB,2009,2927519.0
ALB,2008,2947314.0
ALB,2007,2970017.0
ALB,2006,2992547.0
ALB,2005,3011487.0
ALB,2004,3026939.0
ALB,2003,3039616.0
ALB,2002,3051010.0
ALB,2001,3060173.0
ALB,2000,3089027.0
DZA,2023,46164219.0
DZA,2022,45477389.0
DZA,2021,44761099.0
DZA,2020,44042091.0
DZA,2019,43294546.0
DZA,2018,42505035.0
DZA,2017,41689299.0
DZA,2016,40850721.0
DZA,2015,40019529.0
DZA,2014,39205031.0
DZA,2013,38414171.0
DZA,2012,37646166.0
DZA,2011,36903376.0
DZA,2010,36188236.0
DZA,2009,35490445.0
DZA,2008,34816961.0
DZA,2007,34189416.0
DZA,2006,33623506.0
DZA,2005,33109249.0
DZA,2004,32628286.0
DZA,2003,32175818.0
DZA,2002,31750835.0
DZA,2001,31331221.0
DZA,2000,30903893.0
ASM,2023,47521.0
ASM,2022,48342.0
ASM,2021,49225.0
ASM,2020,49761.0
ASM,2019,50209.0
ASM,2018,50908.0
ASM,2017,51586.0
ASM,2016,52245.0
ASM,2015,52878.0
ASM,2014,53466.0
ASM,2013,54006.0
ASM,2012,54489.0
ASM,2011,54895.0
ASM,2010,55228.0
ASM,2009,55528.0
ASM,2008,55828.0
ASM,2007,56113.0
ASM,2006,56374.0
ASM,2005,56617.0
ASM,2004,56818.0
ASM,2003,56971.0
ASM,2002,57062.0
ASM,2001,57053.0
ASM,2000,56855.0
AND,2023,80856.0
AND,2022,79705.0
AND,2021,78364.0
AND,2020,77380.0
AND,2019,76474.0
AND,2018,75162.0
AND,2017,73763.0
AND,2016,72181.0
AND,2015,72174.0
AND,2014,73737.0
AND,2013,75194.0
AND,2012,76834.0
AND,2011,77783.0
AND,2010,80706.0
AND,2009,83888.0
AND,2008,83495.0
AND,2007,81877.0
AND,2006,79585.0
AND,2005,77421.0
AND,2004,74325.0
AND,2003,69486.0
AND,2002,66506.0
AND,2001,65852.0
AND,2000,65685.0
AGO,2023,36749906.0
AGO,2022,35635029.0
AGO,2021,34532429.0
AGO,2020,33451132.0
AGO,2019,32375632.0
AGO,2018,31297155.0
AGO,2017,30234839.0
AGO,2016,29183070.0
AGO,2015,28157798.0
AGO,2014,27160769.0
AGO,2013,26165620.0
AGO,2012,25177394.0
AGO,2011,24218352.0
AGO,2010,23294825.0
AGO,2009,22414773.0
AGO,2008,21578655.0
AGO,2007,20778561.0
AGO,2006,20015279.0
AGO,2005,19291161.0
AGO,2004,18600423.0
AGO,2003,17943712.0
AGO,2002,17327699.0
AGO,2001,16747208.0
AGO,2000,16194869.0
ATG,2023,93316.0
ATG,2022,92840.0
ATG,2021,92349.0
ATG,2020,91846.0
ATG,2019,91364.0
ATG,2018,90926.0
ATG,2017,90468.0
ATG,2016,89969.0
ATG,2015,89409.0
ATG,2014,88765.0
ATG,2013,88064.0
ATG,2012,87260.0
ATG,2011,86332.0
ATG,2010,85320.0
ATG,2009,84173.0
ATG,2008,82912.0
ATG,2007,81704.0
ATG,2006,80604.0
ATG,2005,79611.0
ATG,2004,78719.0
ATG,2003,77884.0
ATG,2002,77032.0
ATG,2001,76069.0
ATG,2000,74912.0
ARG,2023,45538401.0
ARG,2022,45407904.0
ARG,2021,45312281.0
ARG,2020,45191965.0
ARG,2019,44973465.0
ARG,2018,44654882.0
ARG,2017,44288894.0
ARG,2016,43900313.0
ARG,2015,43477012.0
ARG,2014,43024071.0
ARG,2013,42582455.0
ARG,2012,42161721.0
ARG,2011,41730660.0
ARG,2010,41288694.0
ARG,2009,40854831.0
ARG,2008,40424148.0
ARG,2007,40016763.0
ARG,2006,39622115.0
ARG,2005,39216789.0
ARG,2004,38815916.0
ARG,2003,38424282.0
ARG,2002,38029349.0
ARG,2001,37624825.0
ARG,2000,37213984.0
ARM,2023,2964300.0
ARM,2022,2969200.0
ARM,2021,2962300.0
ARM,2020,2961500.0
ARM,2019,2962500.0
ARM,2018,2969000.0
ARM,2017,2979400.0
ARM,2016,2992300.0
ARM,2015,3004600.0
ARM,2014,3013800.0
ARM,2013,3022000.0
ARM,2012,3024100.0
ARM,2011,3027900.0
ARM,2010,3044800.0
ARM,2009,3066000.0
ARM,2008,3087100.0
ARM,2007,3107400.0
ARM,2006,3127100.0
ARM,2005,3146400.0
ARM,2004,3164900.0
ARM,2003,3182500.0
ARM,2002,3199800.0
ARM,2001,3211800.0
ARM,2000,3221100.0
ABW,2023,107359.0
ABW,2022,107310.0
ABW,2021,107700.0
ABW,2020,108587.0
ABW,2019,109203.0
ABW,2018,108908.0
ABW,2017,108735.0
ABW,2016,108727.0
ABW,2015,107906.0
ABW,2014,106807.0
ABW,2013,105675.0
ABW,2012,104110.0
ABW,2011,102591.0
ABW,2010,101838.0
ABW,2009,101604.0
ABW,2008,100917.0
ABW,2007,100150.0
ABW,2006,99405.0
ABW,2005,97635.0
ABW,2004,95138.0
ABW,2003,93128.0
ABW,2002,92074.0
ABW,2001,91439.0
ABW,2000,90588.0
AUS,2023,26652777.0
AUS,2022,26014399.0
AUS,2021,25685412.0
AUS,2020,25649248.0
AUS,2019,25334826.0
AUS,2018,24963258.0
AUS,2017,24592588.0
AUS,2016,24190907.0
AUS,2015,23815995.0
AUS,2014,23475686.0
AUS,2013,23128129.0
AUS,2012,22733465.0
AUS,2011,22340024.0
AUS,2010,22031750.0
AUS,2009,21691653.0
AUS,2008,21249199.0
AUS,2007,20827622.0
AUS,2006,20450966.0
AUS,2005,20176844.0
AUS,2004,19932722.0
AUS,2003,19720737.0
AUS,2002,19495210.0
AUS,2001,19274701.0
AUS,2000,19028802.0
AUT,2023,9131761.0
AUT,2022,9041851.0
AUT,2021,8955797.0
AUT,2020,8916864.0
AUT,2019,8879920.0
AUT,2018,8840521.0
AUT,2017,8797566.0
AUT,2016,8736668.0
AUT,2015,8642699.0
AUT,2014,8546356.0
AUT,2013,8479823.0
AUT,2012,8429991.0
AUT,2011,8391643.0
AUT,2010,8363404.0
AUT,2009,8343323.0
AUT,2008,8321496.0
AUT,2007,8295487.0
AUT,2006,8268641.0
AUT,2005,8227829.0
AUT,2004,8171966.0
AUT,2003,8121423.0
AUT,2002,8081957.0
AUT,2001,8042293.0
AUT,2000,8011566.0
AZE,2023,10153958.0
AZE,2022,10141756.0
AZE,2021,10137750.0
AZE,2020,10093121.0
AZE,2019,10024283.0
AZE,2018,9939771.0
AZE,2017,9854033.0
AZE,2016,9757812.0
AZE,2015,9649341.0
AZE,2014,9535079.0
AZE,2013,9416801.0
AZE,2012,9295784.0
AZE,2011,9173082.0
AZE,2010,9054332.0
AZE,2009,8947243.0
AZE,2008,8763400.0
AZE,2007,8581300.0
AZE,2006,8484550.0
AZE,2005,8391850.0
AZE,2004,8306500.0
AZE,2003,8234100.0
AZE,2002,8171950.0
AZE,2001,8111200.0
AZE,2000,8048600.0
BHS,2023,399440.0
BHS,2022,397538.0
BHS,2021,396373.0
BHS,2020,395863.0
BHS,2019,394675.0
BHS,2018,392717.0
BHS,2017,390485.0
BHS,2016,388055.0
BHS,2015,385346.0
BHS,2014,382298.0
BHS,2013,378953.0
BHS,2012,375469.0
BHS,2011,371729.0
BHS,2010,367478.0
BHS,2009,362810.0
BHS,2008,358120.0
BHS,2007,353334.0
BHS,2006,348375.0
BHS,2005,343894.0
BHS,2004,339782.0
BHS,2003,335618.0
BHS,2002,331614.0
BHS,2001,327836.0
BHS,2000,323835.0
BHR,2023,1577059.0
BHR,2022,1524693.0
BHR,2021,1504365.0
BHR,2020,1472204.0
BHR,2019,1483756.0
BHR,2018,1503091.0
BHR,2017,1501116.0
BHR,2016,1423726.0
BHR,2015,1370322.0
BHR,2014,1314562.0
BHR,2013,1253191.0
BHR,2012,1208964.0
BHR,2011,1195020.0
BHR,2010,1228543.0
BHR,2009,1178415.0
BHR,2008,1103496.0
BHR,2007,1039295.0
BHR,2006,960424.0
BHR,2005,888822.0
BHR,2004,823741.0
BHR,2003,764517.0
BHR,2002,710553.0
BHR,2001,661316.0
BHR,2000,637582.0
BGD,2023,171466990.0
BGD,2022,169384897.0
BGD,2021,167658854.0
BGD,2020,166298024.0
BGD,2019,164913055.0
BGD,2018,163523103.0
BGD,2017,162186147.0
BGD,2016,160811932.0
BGD,2015,159383179.0
BGD,2014,157964929.0
BGD,2013,156532141.0
BGD,2012,155070101.0
BGD,2011,153591076.0
BGD,2010,152201981.0
BGD,2009,150873714.0
BGD,2008,149474264.0
BGD,2007,147989278.0
BGD,2006,146405973.0
BGD,2005,144715786.0
BGD,2004,142902856.0
BGD,2003,140970351.0
BGD,2002,138933658.0
BGD,2001,136805810.0
BGD,2000,134544304.0
BRB,2023,282336.0
BRB,2022,282318.0
BRB,2021,282147.0
BRB,2020,281698.0
BRB,2019,281207.0
BRB,2018,280711.0
BRB,2017,280171.0
BRB,2016,279598.0
BRB,2015,278990.0
BRB,2014,278348.0
BRB,2013,277665.0
BRB,2012,276938.0
BRB,2011,276139.0
BRB,2010,275243.0
BRB,2009,274123.0
BRB,2008,272714.0
BRB,2007,271288.0
BRB,2006,270002.0
BRB,2005,268706.0
BRB,2004,267298.0
BRB,2003,265776.0
BRB,2002,264148.0
BRB,2001,262425.0
BRB,2000,262063.0
BLR,2023,9178298.0
BLR,2022,9228071.0
BLR,2021,9302585.0
BLR,2020,9379952.0
BLR,2019,9419758.0
BLR,2018,9438785.0
BLR,2017,9458989.0
BLR,2016,9469379.0
BLR,2015,9461076.0
BLR,2014,9448515.0
BLR,2013,9443211.0
BLR,2012,9446836.0
BLR,2011,9461643.0
BLR,2010,9483836.0
BLR,2009,9504583.0
BLR,2008,9527985.0
BLR,2007,9560953.0
BLR,2006,9604924.0
BLR,2005,9663915.0
BLR,2004,9730146.0
BLR,2003,9796749.0
BLR,2002,9865548.0
BLR,2001,9928549.0
BLR,2000,9979610.0
BEL,2023,11787423.0
BEL,2022,11680210.0
BEL,2021,11586195.0
BEL,2020,11538604.0
BEL,2019,11488980.0
BEL,2018,11427054.0
BEL,2017,11375158.0
BEL,2016,11331422.0
BEL,2015,11274196.0
BEL,2014,11209057.0
BEL,2013,11159407.0
BEL,2012,11106932.0
BEL,2011,11038264.0
BEL,2010,10895586.0
BEL,2009,10796493.0
BEL,2008,10709973.0
BEL,2007,10625700.0
BEL,2006,10547958.0
BEL,2005,10478617.0
BEL,2004,10421137.0
BEL,2003,10376133.0
BEL,2002,10332785.0
BEL,2001,10286570.0
BEL,2000,10251250.0
BLZ,2023,411106.0
BLZ,2022,402733.0
BLZ,2021,395346.0
BLZ,2020,390812.0
BLZ,2019,385829.0
BLZ,2018,380226.0
BLZ,2017,373202.0
BLZ,2016,364705.0
BLZ,2015,356333.0
BLZ,2014,348923.0
BLZ,2013,341627.0
BLZ,2012,334414.0
BLZ,2011,327298.0
BLZ,2010,320245.0
BLZ,2009,312614.0
BLZ,2008,304361.0
BLZ,2007,296100.0
BLZ,2006,287878.0
BLZ,2005,279731.0
BLZ,2004,271688.0
BLZ,2003,263780.0
BLZ,2002,256009.0
BLZ,2001,248379.0
BLZ,2000,240799.0
BEN,2023,14111034.0
BEN,2022,13759501.0
BEN,2021,13413417.0
BEN,2020,13070169.0
BEN,2019,12726755.0
BEN,2018,12383347.0
BEN,2017,12039780.0
BEN,2016,11697842.0
BEN,2015,11360681.0
BEN,2014,11030004.0
BEN,2013,10708834.0
BEN,2012,10397657.0
BEN,2011,10093623.0
BEN,2010,9797484.0
BEN,2009,9509423.0
BEN,2008,9228466.0
BEN,2007,8953969.0
BEN,2006,8693242.0
BEN,2005,8426144.0
BEN,2004,8159094.0
BEN,2003,7913070.0
BEN,2002,7675426.0
BEN,2001,7445596.0
BEN,2000,7221619.0
BMU,2023,64698.0
BMU,2022,64749.0
BMU,2021,64648.0
BMU,2020,64382.0
BMU,2019,64107.0
BMU,2018,63831.0
BMU,2017,63578.0
BMU,2016,63449.0
BMU,2015,63464.0
BMU,2014,63529.0
BMU,2013,63574.0
BMU,2012,63646.0
BMU,2011,63733.0
BMU,2010,63725.0
BMU,2009,63565.0
BMU,2008,63300.0
BMU,2007,63010.0
BMU,2006,62834.0
BMU,2005,62711.0
BMU,2004,62555.0
BMU,2003,62386.0
BMU,2002,62142.0
BMU,2001,61867.0
BMU,2000,61550.0
BTN,2023,786385.0
BTN,2022,780914.0
BTN,2021,775442.0
BTN,2020,770006.0
BTN,2019,764824.0
BTN,2018,759759.0
BTN,2017,754335.0
BTN,2016,747866.0
BTN,2015,740618.0
BTN,2014,733139.0
BTN,2013,725273.0
BTN,2012,717279.0
BTN,2011,709377.0
BTN,2010,701632.0
BTN,2009,693988.0
BTN,2008,686351.0
BTN,2007,678641.0
BTN,2006,670799.0
BTN,2005,661865.0
BTN,2004,650544.0
BTN,2003,637663.0
BTN,2002,624409.0
BTN,2001,610794.0
BTN,2000,596863.0
BOL,2023,12244159.0
BOL,2022,12077154.0
BOL,2021,11937360.0
BOL,2020,11816299.0
BOL,2019,11671386.0
BOL,2018,11508368.0
BOL,2017,11344587.0
BOL,2016,11180020.0
BOL,2015,11014705.0
BOL,2014,10848888.0
BOL,2013,10682608.0
BOL,2012,10515807.0
BOL,2011,10348929.0
BOL,2010,10182345.0
BOL,2009,10016275.0
BOL,2008,9850858.0
BOL,2007,9685960.0
BOL,2006,9521689.0
BOL,2005,9360754.0
BOL,2004,9204287.0
BOL,2003,9050700.0
BOL,2002,8900355.0
BOL,2001,8752736.0
BOL,2000,8606326.0
BIH,2023,3185073.0
BIH,2022,3204802.0
BIH,2021,3244907.0
BIH,2020,3299349.0
BIH,2019,3345533.0
BIH,2018,3387000.0
BIH,2017,3428682.0
BIH,2016,3473003.0
BIH,2015,3518541.0
BIH,2014,3564829.0
BIH,2013,3610859.0
BIH,2012,3670113.0
BIH,2011,3741798.0
BIH,2010,3811472.0
BIH,2009,3879794.0
BIH,2008,3947544.0
BIH,2007,4013424.0
BIH,2006,4063272.0
BIH,2005,4096493.0
BIH,2004,4140987.0
BIH,2003,4178523.0
BIH,2002,4188002.0
BIH,2001,4179438.0
BIH,2000,4159771.0
BWA,2023,2480244.0
BWA,2022,2439892.0
BWA,2021,2401441.0
BWA,2020,2365894.0
BWA,2019,2332083.0
BWA,2018,2299141.0
BWA,2017,2266747.0
BWA,2016,2234776.0
BWA,2015,2203273.0
BWA,2014,2172044.0
BWA,2013,2140682.0
BWA,2012,2108617.0
BWA,2011,2073535.0
BWA,2010,2033111.0
BWA,2009,1990673.0
BWA,2008,1949970.0
BWA,2007,1911201.0
BWA,2006,1874516.0
BWA,2005,1839877.0
BWA,2004,1807146.0
BWA,2003,1775736.0
BWA,2002,1744763.0
BWA,2001,1712254.0
BWA,2000,1677382.0
BRA,2023,211140729.0
BRA,2022,210306415.0
BRA,2021,209550294.0
BRA,2020,208660842.0
BRA,2019,207455459.0
BRA,2018,206107261.0
BRA,2017,204703445.0
BRA,2016,203218114.0
BRA,2015,201675532.0
BRA,2014,200085127.0
BRA,2013,198478299.0
BRA,2012,196876111.0
BRA,2011,195284734.0
BRA,2010,193701929.0
BRA,2009,192079951.0
BRA,2008,190367302.0
BRA,2007,188552320.0
BRA,2006,186653106.0
BRA,2005,184688101.0
BRA,2004,182675143.0
BRA,2003,180622688.0
BRA,2002,178503484.0
BRA,2001,176301203.0
BRA,2000,174018282.0
VGB,2023,38985.0
VGB,2022,38319.0
VGB,2021,37809.0
VGB,2020,37135.0
VGB,2019,36395.0
VGB,2018,34657.0
VGB,2017,32699.0
VGB,2016,33878.0
VGB,2015,34498.0
VGB,2014,32962.0
VGB,2013,31703.0
VGB,2012,30345.0
VGB,2011,28710.0
VGB,2010,27675.0
VGB,2009,27218.0
VGB,2008,26288.0
VGB,2007,25366.0
VGB,2006,24493.0
VGB,2005,23665.0
VGB,2004,22881.0
VGB,2003,22134.0
VGB,2002,21430.0
VGB,2001,20796.0
VGB,2000,20241.0
BRN,2023,458949.0
BRN,2022,455370.0
BRN,2021,451721.0
BRN,2020,447404.0
BRN,2019,442680.0
BRN,2018,437810.0
BRN,2017,432772.0
BRN,2016,427564.0
BRN,2015,422212.0
BRN,2014,416750.0
BRN,2013,411202.0
BRN,2012,405557.0
BRN,2011,399389.0
BRN,2010,392332.0
BRN,2009,384952.0
BRN,2008,377793.0
BRN,2007,370873.0
BRN,2006,364663.0
BRN,2005,358916.0
BRN,2004,352911.0
BRN,2003,346637.0
BRN,2002,340099.0
BRN,2001,333345.0
BRN,2000,326424.0
BGR,2023,6446596.0
BGR,2022,6465097.0
BGR,2021,6507301.0
BGR,2020,6550696.0
BGR,2019,6616726.0
BGR,2018,6710798.0
BGR,2017,6803468.0
BGR,2016,6894139.0
BGR,2015,6984225.0
BGR,2014,7073572.0
BGR,2013,7160005.0
BGR,2012,7305888.0
BGR,2011,7348328.0
BGR,2010,7395599.0
BGR,2009,7444443.0
BGR,2008,7492561.0
BGR,2007,7545338.0
BGR,2006,7601022.0
BGR,2005,7658972.0
BGR,2004,7716860.0
BGR,2003,7775327.0
BGR,2002,7837161.0
BGR,2001,8009142.0
BGR,2000,8170172.0
BFA,2023,23025776.0
BFA,2022,22509038.0
BFA,2021,21995243.0
BFA,2020,21478690.0
BFA,2019,20961952.0
BFA,2018,20438288.0
BFA,2017,19894407.0
BFA,2016,19334856.0
BFA,2015,18777487.0
BFA,2014,18229461.0
BFA,2013,17695409.0
BFA,2012,17172287.0
BFA,2011,16661908.0
BFA,2010,16176498.0
BFA,2009,15710066.0
BFA,2008,15258093.0
BFA,2007,14816307.0
BFA,2006,14373707.0
BFA,2005,13932123.0
BFA,2004,13500533.0
BFA,2003,13082532.0
BFA,2002,12680897.0
BFA,2001,12295001.0
BFA,2000,11925546.0
BDI,2023,13689450.0
BDI,2022,13321097.0
BDI,2021,12965481.0
BDI,2020,12617036.0
BDI,2019,12255336.0
BDI,2018,11859446.0
BDI,2017,11506762.0
BDI,2016,11239451.0
BDI,2015,11047580.0
BDI,2014,10799785.0
BDI,2013,10439341.0
BDI,2012,10071028.0
BDI,2011,9717978.0
BDI,2010,9376444.0
BDI,2009,8947646.0
BDI,2008,8505637.0
BDI,2007,8161874.0
BDI,2006,7865547.0
BDI,2005,7587299.0
BDI,2004,7310656.0
BDI,2003,7043154.0
BDI,2002,6824132.0
BDI,2001,6634365.0
BDI,2000,6470194.0
CPV,2023,522331.0
CPV,2022,519741.0
CPV,2021,516649.0
CPV,2020,514679.0
CPV,2019,514104.0
CPV,2018,513415.0
CPV,2017,512893.0
CPV,2016,512554.0
CPV,2015,512394.0
CPV,2014,512326.0
CPV,2013,512225.0
CPV,2012,511955.0
CPV,2011,511447.0
CPV,2010,509784.0
CPV,2009,506141.0
CPV,2008,501355.0
CPV,2007,496190.0
CPV,2006,490728.0
CPV,2005,485115.0
CPV,2004,479370.0
CPV,2003,473383.0
CPV,2002,467046.0
CPV,2001,460293.0
CPV,2000,453317.0
KHM,2023,17423880.0
KHM,2022,17201724.0
KHM,2021,16974305.0
KHM,2020,16725474.0
KHM,2019,16481304.0
KHM,2018,16274522.0
KHM,2017,16073372.0
KHM,2016,15852803.0
KHM,2015,15623251.0
KHM,2014,15396772.0
KHM,2013,15170208.0
KHM,2012,14945085.0
KHM,2011,14722584.0
KHM,2010,14500726.0
KHM,2009,14276810.0
KHM,2008,14053479.0
KHM,2007,13841770.0
KHM,2006,13639028.0
KHM,2005,13439202.0
KHM,2004,13244731.0
KHM,2003,13050968.0
KHM,2002,12855241.0
KHM,2001,12658484.0
KHM,2000,12462336.0
CMR,2023,28372687.0
CMR,2022,27632771.0
CMR,2021,26915758.0
CMR,2020,26210558.0
CMR,2019,25506095.0
CMR,2018,24806383.0
CMR,2017,24128601.0
CMR,2016,23454161.0
CMR,2015,22763414.0
CMR,2014,22059893.0
CMR,2013,21402376.0
CMR,2012,20809529.0
CMR,2011,20232304.0
CMR,2010,19668066.0
CMR,2009,19113974.0
CMR,2008,18574056.0
CMR,2007,18049896.0
CMR,2006,17550407.0
CMR,2005,17074594.0
CMR,2004,16610487.0
CMR,2003,16160340.0
CMR,2002,15725528.0
CMR,2001,15309490.0
CMR,2000,14912631.0
CAN,2023,40083484.0
CAN,2022,38935934.0
CAN,2021,38239864.0
CAN,2020,38028638.0
CAN,2019,37618495.0
CAN,2018,37072620.0
CAN,2017,36545075.0
CAN,2016,36110803.0
CAN,2015,35704498.0
CAN,2014,35434066.0
CAN,2013,35080992.0
CAN,2012,34713395.0
CAN,2011,34339221.0
CAN,2010,34005902.0
CAN,2009,33630069.0
CAN,2008,33247298.0
CAN,2007,32888886.0
CAN,2006,32571193.0
CAN,2005,32242732.0
CAN,2004,31938807.0
CAN,2003,31642461.0
CAN,2002,31359199.0
CAN,2001,31020855.0
CAN,2000,30685730.0
CYM,2023,73038.0
CYM,2022,71591.0
CYM,2021,70108.0
CYM,2020,68684.0
CYM,2019,67327.0
CYM,2018,65941.0
CYM,2017,64535.0
CYM,2016,63100.0
CYM,2015,61642.0
CYM,2014,60160.0
CYM,2013,58655.0
CYM,2012,57136.0
CYM,2011,55606.0
CYM,2010,54099.0
CYM,2009,52618.0
CYM,2008,51151.0
CYM,2007,49687.0
CYM,2006,48232.0
CYM,2005,46788.0
CYM,2004,45352.0
CYM,2003,43934.0
CYM,2002,42514.0
CYM,2001,41089.0
CYM,2000,39674.0
CAF,2023,5152421.0
CAF,2022,5098039.0
CAF,2021,5112100.0
CAF,2020,5026628.0
CAF,2019,4944703.0
CAF,2018,4878657.0
CAF,2017,4793511.0
CAF,2016,4713663.0
CAF,2015,4629320.0
CAF,2014,4623182.0
CAF,2013,4642419.0
CAF,2012,4610848.0
CAF,2011,4565021.0
CAF,2010,4492995.0
CAF,2009,4529047.0
CAF,2008,4558984.0
CAF,2007,4462770.0
CAF,2006,4377579.0
CAF,2005,4288810.0
CAF,2004,4192826.0
CAF,2003,4103086.0
CAF,2002,4006077.0
CAF,2001,3919487.0
CAF,2000,3833416.0
TCD,2023,19319064.0
TCD,2022,18455316.0
TCD,2021,17828273.0
TCD,2020,17224679.0
TCD,2019,16685223.0
TCD,2018,16156531.0
TCD,2017,15622759.0
TCD,2016,15114655.0
TCD,2015,14647621.0
TCD,2014,14188678.0
TCD,2013,13691079.0
TCD,2012,13210998.0
TCD,2011,12754997.0
TCD,2010,12312575.0
TCD,2009,11893754.0
TCD,2008,11476296.0
TCD,2007,11081660.0
TCD,2006,10706424.0
TCD,2005,10328092.0
TCD,2004,9920036.0
TCD,2003,9487833.0
TCD,2002,9116192.0
TCD,2001,8804124.0
TCD,2000,8512093.0
CHI,2023,167691.0
CHI,2022,167215.0
CHI,2021,166741.0
CHI,2020,166235.0
CHI,2019,165639.0
CHI,2018,164949.0
CHI,2017,164319.0
CHI,2016,163883.0
CHI,2015,163454.0
CHI,2014,162726.0
CHI,2013,161777.0
CHI,2012,160767.0
CHI,2011,159706.0
CHI,2010,158621.0
CHI,2009,157511.0
CHI,2008,156408.0
CHI,2007,155309.0
CHI,2006,154214.0
CHI,2005,153126.0
CHI,2004,152039.0
CHI,2003,150960.0
CHI,2002,149881.0
CHI,2001,148850.0
CHI,2000,148110.0
CHL,2023,19658835.0
CHL,2022,19553036.0
CHL,2021,19456334.0
CHL,2020,19370624.0
CHL,2019,19197744.0
CHL,2018,18893191.0
CHL,2017,18558868.0
CHL,2016,18267221.0
CHL,2015,18047625.0
CHL,2014,17864195.0
CHL,2013,17687006.0
CHL,2012,17519119.0
CHL,2011,17351816.0
CHL,2010,17181464.0
CHL,2009,17009731.0
CHL,2008,16838988.0
CHL,2007,16671581.0
CHL,2006,16509195.0
CHL,2005,16348778.0
CHL,2004,16187322.0
CHL,2003,16024752.0
CHL,2002,15857925.0
CHL,2001,15683849.0
CHL,2000,15503635.0
CHN,2023,1410710000.0
CHN,2022,1412175000.0
CHN,2021,1412360000.0
CHN,2020,1411100000.0
CHN,2019,1407745000.0
CHN,2018,1402760000.0
CHN,2017,1396215000.0
CHN,2016,1387790000.0
CHN,2015,1379860000.0
CHN,2014,1371860000.0
CHN,2013,1363240000.0
CHN,2012,1354190000.0
CHN,2011,1345035000.0
CHN,2010,1337705000.0
CHN,2009,1331260000.0
CHN,2008,1324655000.0
CHN,2007,1317885000.0
CHN,2006,1311020000.0
CHN,2005,1303720000.0
CHN,2004,1296075000.0
CHN,2003,1288400000.0
CHN,2002,1280400000.0
CHN,2001,1271850000.0
CHN,2000,1262645000.0
COL,2023,52321152.0
COL,2022,51737944.0
COL,2021,51188173.0
COL,2020,50629997.0
COL,2019,49907985.0
COL,2018,49024465.0
COL,2017,48131078.0
